protocol,split_id,n_test,mae_xgb_um,mae_rf_um,delta_mae_um,mape_xgb_pct,mape_rf_pct,winner
G,79,95,13.088930769222948,11.634397854275846,1.4545329149471016,13.238021981345669,11.48513086814846,RF
G,80,95,10.016691974275604,9.1395930856384506,0.87709888863715335,9.2048807551853127,8.2802956230225462,RF
G,81,95,15.191891174516252,12.798360301428705,2.3935308730875473,13.432115013524047,11.174821247499899,RF
G,82,95,12.890795498968986,11.028673680996352,1.8621218179726338,12.664827472284204,10.520933634743837,RF
G,83,95,10.290834310067083,8.332094200051662,1.9587401100154214,12.384416691287614,10.011170898202616,RF
G,84,95,8.9485544174157106,8.3765240486499213,0.57203036876578928,8.0098486814456074,7.3755790113370008,RF
G,85,95,11.61920904092098,10.411993549161313,1.2072154917596674,10.203489279870098,9.1681636843772765,RF
G,86,95,13.922188536369017,13.281293197026377,0.64089533934263976,12.803641889637406,11.903237597136917,RF
G,87,95,13.565325503206646,13.964852947359251,-0.39952744415260533,12.251744081261071,12.957561619701279,XGB
G,88,95,12.712317374964192,12.833259322061332,-0.12094194709714046,12.901150968368016,12.732533343430344,XGB
G,89,95,14.231477624584118,14.023376438293331,0.20810118629078644,12.365645600061532,12.15766868091865,RF
G,90,95,16.215226624191299,15.648909736876435,0.56631688731486385,14.725822599190808,13.795848296068167,RF
G,91,95,15.996533257847386,16.748159728291821,-0.75162647044443531,13.502697077104946,13.940706809479016,XGB
G,92,95,13.33191868849625,10.334323456482457,2.9975952320137935,12.938350575465021,9.9379433839922591,RF
G,93,95,15.352073719720947,14.492740573070099,0.85933314665084737,11.985251749160597,11.369945895133911,RF
G,94,95,16.090012628446367,16.109629452457643,-0.019616824011276179,13.172637111586011,13.21886482823732,XGB
G,95,95,17.209501817181764,15.59709387235992,1.6124079448218431,15.494694560265227,13.586214634949179,RF
G,96,95,14.06782600510957,13.505925195701778,0.56190080940779197,12.799885729578504,12.189465190711458,RF
G,97,95,13.300332523932457,13.939445867196879,-0.63911334326442137,11.535217996016156,11.602345060369759,XGB
G,98,95,10.239806431345862,11.704103968216955,-1.4642975368710935,9.7235726573571171,11.392177648463166,XGB
G,99,95,14.494278788535928,12.881814933189885,1.6124638553460429,12.63501632176723,11.064133718734464,RF
